"tropeid","tropename"
"tr02478","Soap Box Sadie"
"tr02479","Violin Scam"
"tr02480","Accidental Pun"
"tr02481","Always Gets His Man"
"tr02482","AppleForTeacher"
"tr02483","Asleep in Class"
"tr02484","Asymmetric Dilemma"
"tr02485","Bedsheet Ladder"
"tr02486","BigHonkingTrafficJam"
"tr02487","Book Burning"
"tr02488","College Widow"
"tr02489","Commander Contrarian"
"tr02490","DepartmentOfRedundancyDepartment"
"tr02491","Do Wrong, Right"
"tr02492","Expensive Glass of Crap"
"tr02493","Fruit of the Loon"
"tr02494","Gretzky Has the Ball"
"tr02495","Growing the Beard"
"tr02496","Hurricane of Euphemisms"
"tr02497","I'll Never Tell You What I'm Telling You!"
"tr02498","Is There a Doctor in the House?"
"tr02499","Ladies and Germs"
"tr02500","Literal Metaphor"
"tr02501","Old-Fashioned Rowboat Date"
"tr02502","Parody"
"tr02503","ProfoundByPopSong"
"tr02504","Secret Word"
"tr02505","Shaggy Dog Story"
"tr02506","So Proud of You"
"tr02507","Super Ringer"
"tr02508","ThePasswordIsAlwaysSwordfish"
"tr02509","Totem Pole Trench"
"tr02510","Waxing Lyrical"
"tr02511","All Crimes Are Equal"
"tr02512","And Now You Must Marry Me"
"tr02513","Based on a True Story"
"tr02514","Became Their Own Antithesis"
"tr02515","BronsonCanyonAndCaves"
"tr02516","Caper Rationalization"
"tr02517","Clothesline Stealing"
"tr02518","Conveniently Cellmates"
"tr02519","Deep South"
"tr02520","Double Meaning"
"tr02521","Emerging from the Shadows"
"tr02522","Fade to Black"
"tr02523","Hellhole Prison"
"tr02524","I Lied"
"tr02525","It's a Long Story"
"tr02526","Moving the Goalposts"
"tr02527","Poverty Food"
"tr02528","Pursue the Dream Job"
"tr02529","Reed Snorkel"
"tr02530","Returning War Vet"
"tr02531","Sdrawkcab Alias"
"tr02532","Shoo the Dog"
"tr02533","Small Role, Big Impact"
"tr02534","StarCrossedLovers"
"tr02535","The Movie"
"tr02536","Travelling Salesman Montage"
"tr02537","Wardens Are Evil"
"tr02538","What Are You in For?"
"tr02539","Where the Hell Is Springfield?"
"tr02540","Invisibility"
"tr02541","ArtificialAnimalPeople"
"tr02542","Back-Alley Doctor"
"tr02543","Beast Man"
"tr02544","Broken Pedestal"
"tr02545","Cat Girl"
"tr02546","Character as Himself"
"tr02547","Danger Deadpan"
"tr02548","Deserted Island"
"tr02549","Humans Are the Real Monsters"
"tr02550","Little Bit Beastly"
"tr02551","Mad Scientist's Beautiful Daughter"
"tr02552","Mutual Kill"
"tr02553","Nubile Savage"
"tr02554","Ocean Madness"
"tr02555","Phallic Weapon"
"tr02556","Pig Man"
"tr02557","Rape Is a Special Kind of Evil"
"tr02558","SurprisinglyRealisticOutcome"
"tr02559","The Commandments"
"tr02560","Turned Against Their Masters"
"tr02561","Walking Shirtless Scene"
"tr02562","Always Save the Girl"
"tr02563","Animals Lack Attributes"
"tr02564","Artistic License"
"tr02565","ArtisticLicensePaleontology"
"tr02566","Ascended to Carnivorism"
"tr02567","Attack of the 50-Foot Whatever"
"tr02568","Beast and Beauty"
"tr02569","Behemoth Battle"
"tr02570","BewareTheSkullBase"
"tr02571","CavemenVsAstronautsDebate"
"tr02572","Dire Beast"
"tr02573","Dumb Dinos"
"tr02574","Enemy Rising Behind"
"tr02575","Epigraph"
"tr02576","EverythingTryingToKillYou"
"tr02577","Expospeak"
"tr02578","Giant Animal Worship"
"tr02579","Giant Spider"
"tr02580","Gone Horribly Wrong"
"tr02581","Implacable Man"
"tr02582","Improbable Infant Survival"
"tr02583","Intimate Open Shirt"
"tr02584","Kaiju"
"tr02585","Living Dinosaurs"
"tr02586","MammalMonstersAreMoreHeroic"
"tr02587","Meaningful Background Event"
"tr02588","MerchandisingTheMonster"
"tr02589","Moe Greene Special"
"tr02590","Novelization"
"tr02591","Plot Armor"
"tr02592","Plucky Girl"
"tr02593","Prehistoric Monster"
"tr02594","She Cleans Up Nicely"
"tr02595","Significant Wardrobe Shift"
"tr02596","Soft Water"
"tr02597","Tagline"
"tr02598","TerrifyingTyrannosaur"
"tr02599","The Load"
"tr02600","Tragic Monster"
"tr02601","Traveling at the Speed of Plot"
"tr02602","Wacky Wayside Tribe"
"tr02603","Your Size May Vary"
"tr02604","Addled Addict"
"tr02605","Going Cold Turkey"
"tr02606","Bank Robbery"
"tr02607","Butch Lesbian"
"tr02608","Failure Is the Only Option"
"tr02609","Girls Behind Bars"
"tr02610","Luxury Prison Suite"
"tr02611","Misplaced Retribution"
"tr02612","Parrot Pet Position"
"tr02613","Skeleton Key"
"tr02614","Stalker Shrine"
"tr02615","A Simple Plan"
"tr02616","Maintain the Lie"
"tr02617","Mook"
"tr02618","Princess for a Day"
"tr02619","An Aesop"
"tr02620","Author Appeal"
"tr02621","Author Avatar"
"tr02622","Backup Twin"
"tr02623","Be Careful What You Wish For"
"tr02624","Best Friends-in-Law"
"tr02625","Better as Friends"
"tr02626","BigSisterBully"
"tr02627","Bookworm"
"tr02628","Brainy Brunette"
"tr02629","Broken Aesop"
"tr02630","Caught in the Rain"
"tr02631","ChoseTheHardRoad"
"tr02632","Collateral Angst"
"tr02633","ColourCodedForYourConvenience"
"tr02634","ComingOfAgeStory"
"tr02635","CoolAunt"
"tr02636","Cool Uncle"
"tr02637","Creator Breakdown"
"tr02638","Disney Death"
"tr02639","Dissimile"
"tr02640","DoubleMeaningGag"
"tr02641","Embarrassing First Name"
"tr02642","Evil Cannot Comprehend Good"
"tr02643","Falling into His Arms"
"tr02644","Fanon"
"tr02645","Fashion Hurts"
"tr02646","Felony Misdemeanor"
"tr02647","First-Name Basis"
"tr02648","Flower Motifs"
"tr02649","Forbidden Fruit"
"tr02650","Four-Girl Ensemble"
"tr02651","Four-Temperament Ensemble"
"tr02652","Friend to All Children"
"tr02653","Full-Name Ultimatum"
"tr02654","Gag Haircut"
"tr02655","Gentle Giant"
"tr02656","Girly Girl"
"tr02657","Glad I Thought of It"
"tr02658","Grief Song"
"tr02659","HiredHelpAsFamily"
"tr02660","Hollywood New England"
"tr02661","Homage"
"tr02662","Hot-Blooded"
"tr02663","I Should Write a Book About This"
"tr02664","In with the In Crowd"
"tr02665","Intergenerational Friendship"
"tr02666","Intimate Healing"
"tr02667","It's for a Book"
"tr02668","Kill the Cutie"
"tr02669","Killed Off for Real"
"tr02670","Kindhearted Cat Lover"
"tr02671","Lethal Chef"
"tr02672","Life's Work Ruined"
"tr02673","Like Brother and Sister"
"tr02674","Literalist Snarking"
"tr02675","Long Hair Is Feminine"
"tr02676","Love Hurts"
"tr02677","Love Letter Lunacy"
"tr02678","Love Potion"
"tr02679","Magnum Opus Dissonance"
"tr02680","Make-Up Is Evil"
"tr02681","Manly Tears"
"tr02682","Mr. Imagination"
"tr02683","Mrs. Hypothetical"
"tr02684","Naïve Everygirl"
"tr02685","Neat Freak"
"tr02686","NewEngland"
"tr02687","Not Good with Rejection"
"tr02688","Old Maid"
"tr02689","PaperDestructionOfAnger"
"tr02690","Passed in Their Sleep"
"tr02691","PlayingWithATrope"
"tr02692","Preacher's Kid"
"tr02693","PrizedPossessionGiveaway"
"tr02694","Proper Lady"
"tr02695","Radish Cure"
"tr02696","Relationship Upgrade"
"tr02697","Sadist Teacher"
"tr02698","Saying Too Much"
"tr02699","SecretMessageWink"
"tr02700","SellingOnesOwnHair"
"tr02701","Settle for Sibling"
"tr02702","Ship Sinking"
"tr02703","Shipper on Deck"
"tr02704","Shrinking Violet"
"tr02705","Slice of Life"
"tr02706","Smoking Is Not Cool"
"tr02707","Snooping Little Kid"
"tr02708","Spirited Young Lady"
"tr02709","Stern Teacher"
"tr02710","Straw Misogynist"
"tr02711","SurpriseMultipleBirth"
"tr02712","Sweet and Sour Grapes"
"tr02713","Tears of Joy"
"tr02714","Textile Work Is Feminine"
"tr02715","The Caretaker"
"tr02716","The Kirk"
"tr02717","The One Guy"
"tr02718","Too Much Alike"
"tr02719","Tropes Are Tools"
"tr02720","Trying Not to Cry"
"tr02721","Umbrella of Togetherness"
"tr02722","Uncle Pennybags"
"tr02723","Underdressed for the Occasion"
"tr02724","UnluckyChildhoodFriend"
"tr02725","Unto Us a Son and Daughter Are Born"
"tr02726","Unusual Euphemism"
"tr02727","VictoriousChildhoodFriend"
"tr02728","What the Hell, Hero?"
"tr02729","When She Smiles"
"tr02730","WritusInterruptus"
"tr02731","Big Fancy Castle"
"tr02732","Blue Blood"
"tr02733","Crash-Into Hello"
"tr02734","Defrosting Ice Queen"
"tr02735","Fake Aristocrat"
"tr02736","For Halloween, I Am Going as Myself"
"tr02737","Friend to All Living Things"
"tr02738","Healing Potion"
"tr02739","I Want Song"
"tr02740","Masquerade Ball"
"tr02741","Mistaken for Servant"
"tr02742","One-Woman Song"
"tr02743","Penny Among Diamonds"
"tr02744","Prince Charming"
"tr02745","Royals Who Actually Do Something"
"tr02746","The Hero Sucks Song"
"tr02747","Gender-Blender Name"
"tr02748","Ironic Fear"
"tr02749","Mouth Stitched Shut"
"tr02750","Never Smile at a Crocodile"
"tr02751","Shark Pool"
"tr02752","Snakes Are Sinister"
"tr02753","This Bear Was Framed"
"tr02754","Battle Amongst the Flames"
"tr02755","Can Only Move the Eyes"
"tr02756","Chairman of the Brawl"
"tr02757","Facial Horror"
"tr02758","Freudian Slip"
"tr02759","Hard-Drinking Party Girl"
"tr02760","Insurance Fraud"
"tr02761","Karmic Death"
"tr02762","Latex Perfection"
"tr02763","Mad Artist"
"tr02764","MaskingTheDeformity"
"tr02765","Perp Sweating"
"tr02766","Scenery Gorn"
"tr02767","Sculptors"
"tr02768","Slap-Slap-Kiss"
"tr02769","Wax Museum Morgue"
"tr02770","Card Sharp"
"tr02771","Hot Librarian"
"tr02772","Looking for Love in All the Wrong Places"
"tr02773","LoveableRogue"
"tr02774","Small Town Boredom"
"tr02775","The Charmer"
"tr02776","Let Off by the Detective"
"tr02777","Sympathetic Murderer"
"tr02778","The Power of Love"
"tr02779","Tracking Shot"
"tr02780","Victorian Novel Disease"
"tr02781","Chinese Laborer"
"tr02782","Malicious Misnaming"
"tr02783","Real Life Writes the Plot"
"tr02784","Sexy Soaked Shirt"
"tr02785","Greedy Jew"
"tr02786","Her Code Name Was Mary Sue"
"tr02787","Lovable Alpha Bitch"
"tr02788","TheGay90s"
"tr02789","Undercover Cop Reveal"
"tr02790","Blood-Splattered Wedding Dress"
"tr02791","Childhood Marriage Promise"
"tr02792","Conversation Cut"
"tr02793","Heartwarming Orphan"
"tr02794","Identical Grandson"
"tr02795","Separated by a Common Language"
"tr02796","Smart People Play Chess"
"tr02797","Uncanny Family Resemblance"
"tr02798","Widowed at the Wedding"
"tr02799","Advertising by Association"
"tr02800","Credits Gag"
"tr02801","Cut Song"
"tr02802","Disney Acid Sequence"
"tr02803","G-Rated Sex"
"tr02804","Giant Poofy Sleeves"
"tr02805","In Case You Forgot Who Wrote It"
"tr02806","Jukebox Musical"
"tr02807","Mr. Fanservice"
"tr02808","Musical World Hypotheses"
"tr02809","Pilot Movie"
"tr02810","Romantic Rain"
"tr02811","Sealed with a Kiss"
"tr02812","Single Stanza Song"
"tr02813","Someone's Touching My Butt"
"tr02814","Spelling Song"
"tr02815","The Bet"
"tr02816","Too Many Cooks Spoil the Soup"
"tr02817","VerbalIrony"
"tr02818","Better Manhandle the Murder Weapon"
"tr02819","Diabolus ex Machina"
"tr02820","Regal Ringlets"
"tr02821","The Plot Reaper"
"tr02822","Aren't You Going to Ravish Me?"
"tr02823","Condescending Compassion"
"tr02824","Erotic Dream"
"tr02825","Good Is Dumb"
"tr02826","Looks Like Orlok"
"tr02827","Love Makes You Dumb"
"tr02828","Selective Obliviousness"
"tr02829","Turn the Other Cheek"
"tr02830","Brainwashed and Crazy"
"tr02831","Chuck Cunningham Syndrome"
"tr02832","Daddy's Little Villain"
"tr02833","Fetish"
"tr02834","Go-Go Enslavement"
"tr02835","IKnowYoureInThereSomewhereFight"
"tr02836","Interchangeable Asian Cultures"
"tr02837","Majored in Western Hypocrisy"
"tr02838","Mind-Control Device"
"tr02839","Renaissance Man"
"tr02840","Reptiles Are Abhorrent"
"tr02841","Sacrificial Lamb"
"tr02842","Sadly Mythtaken"
"tr02843","Shirtless Captives"
"tr02844","Snake Pit"
"tr02845","The Walls Are Closing In"
"tr02846","Wakeup Makeup"
"tr02847","Advertised Extra"
"tr02848","Ancient Egypt"
"tr02849","Ancient Tomb"
"tr02850","Anti-Villain"
"tr02851","BrownNoteBeing"
"tr02852","Buried Alive"
"tr02853","Comic-Book Fantasy Casting"
"tr02854","CurseOfThePharaoh"
"tr02855","DamselOutOfDistress"
"tr02856","Evil Sorcerer"
"tr02857","Explain, Explain... Oh, Crap!"
"tr02858","Eye Awaken"
"tr02859","FirstInstallmentWeirdness"
"tr02860","Go Mad from the Revelation"
"tr02861","HypnotizeTheCaptive"
"tr02862","Ignored Expert"
"tr02863","Living Statue"
"tr02864","Magic Mirror"
"tr02865","Mummy"
"tr02866","No Immortal Inertia"
"tr02867","Our Liches Are Different"
"tr02868","Past-Life Memories"
"tr02869","Protective Charm"
"tr02870","Psychic Strangle"
"tr02871","Reincarnation"
"tr02872","Reincarnation Romance"
"tr02873","Soul Jar"
"tr02874","Soulless Shell"
"tr02875","Super Strength"
"tr02876","Underboobs"
"tr02877","Whole Plot Reference"
"tr02878","Woobie, Destroyer of Worlds"
"tr02879","Alone with the Psycho"
"tr02880","Ambiguous Situation"
"tr02881","Battle Butler"
"tr02882","Big Fun"
"tr02883","Big, Screwed-Up Family"
"tr02884","Compensated Dating"
"tr02885","Crusty Caretaker"
"tr02886","Dumb Muscle"
"tr02887","Empathic Environment"
"tr02888","Everybody Lives"
"tr02889","Failsafe Failure"
"tr02890","How the Mighty Have Fallen"
"tr02891","It Was a Dark and Stormy Night"
"tr02892","Knife-Throwing Act"
"tr02893","MadwomanInTheAttic"
"tr02894","PsychoKnifeNut"
"tr02895","Pyro Maniac"
"tr02896","Pyro Maniac"
"tr02897","Unreliable Narrator"
"tr02898","Wounded Gazelle Gambit"
"tr02899","All-Loving Hero"
"tr02900","Always Someone Better"
"tr02901","Bus Crash"
"tr02902","Characters as Device"
"tr02903","Circling Vultures"
"tr02904","Deathbed Confession"
"tr02905","Hero-Worshipper"
"tr02906","Humans Are Bastards"
"tr02907","Humans Are Good"
"tr02908","Jumped at the Call"
"tr02909","My Country, Right or Wrong"
"tr02910","ObviousTrap"
"tr02911","Out of Focus"
"tr02912","Outgrown Such Silly Superstitions"
"tr02913","Police State"
"tr02914","Secret Police"
"tr02915","StockCharacter"
"tr02916","StoryWithinAStory"
"tr02917","The So-Called Coward"
"tr02918","You Cannot Kill an Idea"
"tr02919","Adipose Rex"
"tr02920","Art Imitates Art"
"tr02921","Beauty Inversion"
"tr02922","Boisterous Bruiser"
"tr02923","Contrast Montage"
"tr02924","Dawson Casting"
"tr02925","Delivery Stork"
"tr02926","Forgotten Fallen Friend"
"tr02927","Historical Villain Upgrade"
"tr02928","Jabba Table Manners"
"tr02929","The Talk"
"tr02930","Control Freak"
"tr02931","Danger: Thin Ice"
"tr02932","HelicopterParents"
"tr02933","My Beloved Smother"
"tr02934","Parental Incest"
"tr02935","BreakfastInBed"
"tr02936","ConArtist"
"tr02937","DirtyCommies"
"tr02938","Gem-Encrusted"
"tr02939","Give Me Back My Wallet"
"tr02940","Gratuitous Foreign Language"
"tr02941","Gratuitous German"
"tr02942","Gratuitous Italian"
"tr02943","Gratuitous Russian"
"tr02944","Gratuitous Spanish"
"tr02945","Omniglot"
"tr02946","Outlaw Couple"
"tr02947","Screw the Rules, I Have Money!"
"tr02948","Smarmy Host"
"tr02949","Cerebus Retcon"
"tr02950","Children Are Innocent"
"tr02951","Disguised in Drag"
"tr02952","Flyover Country"
"tr02953","HeterosexualLifePartners"
"tr02954","Impairment Shot"
"tr02955","Inspirationally Disadvantaged"
"tr02956","JoblessParentDrama"
"tr02957","Just Following Orders"
"tr02958","Papa Wolf"
"tr02959","Punch-Clock Villain"
"tr02960","Random Events Plot"
"tr02961","Road Trip Plot"
"tr02962","Samus Is a Girl"
"tr02963","Sweet Polly Oliver"
"tr02964","The Alleged Car"
"tr02965","The Big Rotten Apple"
"tr02966","Cheerful Child"
"tr02967","Coincidental Broadcast"
"tr02968","Evil Counterpart"
"tr02969","Exact Eavesdropping"
"tr02970","Free-Range Children"
"tr02971","Let Him Choose"
"tr02972","Little Stowaway"
"tr02973","Signature Song"
"tr02974","Wasn't That Fun?"
"tr02975","Blood on the Debate Floor"
"tr02976","Curtain Camouflage"
"tr02977","Et Tu, Brute?"
"tr02978","Chorus Girls"
"tr02979","Eccentric Millionaire"
"tr02980","Hiccup Hijinks"
"tr02981","Kissing Cousins"
"tr02982","MagicalRealism"
"tr02983","A True Story in My Universe"
"tr02984","Accidental Murder"
"tr02985","Actually, That's My Assistant"
"tr02986","Amateur Sleuth"
"tr02987","AmbivalentAnglican"
"tr02988","Attending Your Own Funeral"
"tr02989","Babies Ever After"
"tr02990","Bad Habits"
"tr02991","Belief Makes You Stupid"
"tr02992","Beneath Notice"
"tr02993","Black Magic"
"tr02994","Brotherhood of Funny Hats"
"tr02995","Cain and Abel"
"tr02996","Church of Saint Genericus"
"tr02997","Clark Kenting"
"tr02998","Clock Punk"
"tr02999","Confessional"
"tr03000","Could Have Avoided This! Plot"
"tr03001","Creepy Cathedral"
"tr03002","Criminal Mind Games"
"tr03003","Dead Person Impersonation"
"tr03004","Deadly Book"
"tr03005","Deal with the Devil"
"tr03006","Depth Deception"
"tr03007","Disease By Any Other Name"
"tr03008","Easily Forgiven"
"tr03009","Eureka Moment"
"tr03010","Everyone Is a Suspect"
"tr03011","Evil Is Petty"
"tr03012","Evil Overlord"
"tr03013","ExcellentJudgeOfCharacter"
"tr03014","FaceHeel Turn"
"tr03015","Fairy Tale"
"tr03016","Fake Brit"
"tr03017","FirstEpisodeTwist"
"tr03018","Friend on the Force"
"tr03019","Glass-Shattering Sound"
"tr03020","Go Out with a Smile"
"tr03021","Good Is Not Dumb"
"tr03022","Hidden in Plain Sight"
"tr03023","Holier Than Thou"
"tr03024","Horrible Judge of Character"
"tr03025","Humble Hero"
"tr03026","I Never Said It Was Poison"
"tr03027","Idiot Houdini"
"tr03028","If Jesus, Then Aliens"
"tr03029","Incriminating Indifference"
"tr03030","InnocentMeansNaive"
"tr03031","Inspector Lestrade"
"tr03032","InspiringSermon"
"tr03033","Interdisciplinary Sleuth"
"tr03034","Inverted Trope"
"tr03035","Jumping Off the Slippery Slope"
"tr03036","Late-Arrival Spoiler"
"tr03037","Malicious Slander"
"tr03038","MeleeArchery"
"tr03039","Mistaken for Special Guest"
"tr03040","Moral Event Horizon"
"tr03041","Mystery Fiction"
"tr03042","Needle in a Stack of Needles"
"tr03043","Never Found the Body"
"tr03044","Never Suicide"
"tr03045","NoodleImplement"
"tr03046","Not-So-Well-Intentioned Extremist"
"tr03047","ObfuscatingPostmortemWounds"
"tr03048","OffWithHisHead"
"tr03049","The Omniscient Council of Vagueness"
"tr03050","Path of Inspiration"
"tr03051","Pepper Sneeze"
"tr03052","Playing Possum"
"tr03053","Pocket Protector"
"tr03054","Preemptive Apology"
"tr03055","Pull a Rabbit out of My Hat"
"tr03056","Right for the Wrong Reasons"
"tr03057","Romanticism Versus Enlightenment"
"tr03058","Royal Blood"
"tr03059","Sarcastic Confession"
"tr03060","Satchel Switcheroo"
"tr03061","Seen It All"
"tr03062","Serial Killings, Specific Target"
"tr03063","ShallowJudgeOfCharacter"
"tr03064","Sherlock Homage"
"tr03065","Sherlock Scan"
"tr03066","Silly Rabbit, Romance Is for Kids!"
"tr03067","SimpleSolutionWontWork"
"tr03068","Slowly Slipping Into Evil"
"tr03069","Stage Magician"
"tr03070","SternOldJudge"
"tr03071","SternSunWorshippers"
"tr03072","Stop Having Fun Guys"
"tr03073","Stripper/Cop Confusion"
"tr03074","Sudden Name Change"
"tr03075","Sudden Sequel Heel Syndrome"
"tr03076","Suddenly SHOUTING!"
"tr03077","Suicide, Not Murder"
"tr03078","Technology Marches On"
"tr03079","That's What I Would Do"
"tr03080","The Fair Folk"
"tr03081","The Gambling Addict"
"tr03082","The Greatest Story Never Told"
"tr03083","The Vicar"
"tr03084","TheoryTunnelVision"
"tr03085","To Know Him, I Must Become Him"
"tr03086","Tomato in the Mirror"
"tr03087","Trail of Bread Crumbs"
"tr03088","TrickedToDeath"
"tr03089","White Magic"
"tr03090","Whodunnit to Me?"
"tr03091","WriterOnBoard"
"tr03092","You Just Told Me"
"tr03093","Dog Food Diet"
"tr03094","Elopement"
"tr03095","FanserviceCostumes"
"tr03096","Getting the Boot"
"tr03097","Gossip Evolution"
"tr03098","Implied Love Interest"
"tr03099","Involuntary Dance"
"tr03100","Mistaken for Prostitute"
"tr03101","My Friends... and Zoidberg"
"tr03102","Not So Remote"
"tr03103","Paper-Thin Disguise"
"tr03104","Sinister Silhouettes"
"tr03105","TheDirtyThirties"
"tr03106","The Eleven O'Clock Number"
